longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-121.77,36.92,9.0,4934.0,1112.0,3198.0,977.0,3.5,False,False,False,False
-116.75,33.83,16.0,5277.0,1070.0,657.0,276.0,3.3333,True,False,False,False
-118.11,33.9,35.0,2604.0,495.0,1465.0,470.0,4.4896,False,False,False,False
-122.52,38.7,26.0,102.0,17.0,43.0,13.0,0.536,True,False,False,False
-117.81,33.8,25.0,2765.0,475.0,1666.0,474.0,6.0531,False,False,False,False
-119.1,36.19,17.0,1564.0,396.0,713.0,362.0,1.6186,True,False,False,False
-121.37,38.7,26.0,2230.0,410.0,1155.0,377.0,3.4911,True,False,False,False
-122.26,37.77,52.0,2097.0,444.0,915.0,413.0,2.9899,False,False,True,False
-119.78,36.8,34.0,2200.0,493.0,1243.0,431.0,1.8514,True,False,False,False
-118.21,34.06,29.0,1478.0,413.0,1580.0,394.0,1.8781,False,False,False,False
-118.07,33.79,26.0,4422.0,624.0,1936.0,625.0,6.4288,False,False,False,False
-122.46,40.52,13.0,2085.0,322.0,1077.0,333.0,5.2149,True,False,False,False
-121.9,36.6,39.0,1629.0,423.0,804.0,386.0,2.4663,False,False,False,True
-120.48,34.65,26.0,1933.0,316.0,1001.0,319.0,4.4628,False,False,False,True
-118.18,34.01,42.0,1845.0,497.0,2191.0,492.0,2.3462,False,False,False,False
-117.24,32.8,19.0,1863.0,497.0,868.0,503.0,2.288,False,False,False,True
-120.08,36.72,22.0,1339.0,251.0,820.0,276.0,3.6,True,False,False,False
-117.06,32.77,34.0,1730.0,373.0,730.0,350.0,2.0284,False,False,False,True
-117.2,33.14,19.0,2025.0,414.0,1663.0,403.0,3.8147,False,False,False,False
-121.93,38.01,9.0,2294.0,389.0,1142.0,365.0,5.3363,True,False,False,False
-122.22,39.51,17.0,1201.0,268.0,555.0,277.0,2.1,True,False,False,False
-117.96,33.78,26.0,2136.0,557.0,1528.0,537.0,2.4931,False,False,False,False
-118.2,33.88,40.0,2945.0,725.0,2858.0,690.0,3.2368,False,False,False,False
-117.09,32.75,20.0,1701.0,503.0,1482.0,465.0,1.6789,False,False,False,True
-117.22,33.66,12.0,1869.0,356.0,1007.0,323.0,3.125,False,False,False,False
-117.64,33.62,16.0,3970.0,771.0,1202.0,734.0,3.4115,False,False,False,False
-120.69,36.84,18.0,902.0,195.0,771.0,174.0,2.2083,True,False,False,False
-118.02,34.12,37.0,2250.0,360.0,989.0,329.0,6.1536,True,False,False,False
-122.47,37.78,52.0,2388.0,507.0,1078.0,494.0,3.5221,False,False,True,False
-122.47,37.7,44.0,2034.0,423.0,1491.0,373.0,4.5341,False,False,False,True
-115.99,33.4,15.0,1945.0,536.0,515.0,273.0,2.0109,True,False,False,False
-118.22,34.52,7.0,4524.0,735.0,2298.0,717.0,6.5538,True,False,False,False
-119.81,36.73,51.0,956.0,196.0,662.0,180.0,2.101,True,False,False,False
-118.19,33.95,42.0,1651.0,463.0,1559.0,436.0,2.3882,False,False,False,False
-118.39,33.96,45.0,1436.0,374.0,662.0,292.0,3.625,False,False,False,False
-122.45,37.66,35.0,2738.0,509.0,1545.0,493.0,5.3446,False,False,False,True
-122.3,37.57,36.0,2406.0,436.0,1189.0,403.0,4.7917,False,False,True,False
-118.14,33.94,35.0,2987.0,601.0,1561.0,606.0,4.0039,False,False,False,False
-117.72,33.62,19.0,5777.0,1261.0,1711.0,1225.0,2.7634,False,False,False,False
-118.12,34.71,46.0,40.0,10.0,14.0,7.0,1.125,True,False,False,False
-118.04,34.16,38.0,1594.0,249.0,633.0,247.0,5.9582,True,False,False,False
-122.47,37.7,47.0,737.0,126.0,370.0,136.0,3.775,False,False,False,True
-118.58,34.23,35.0,1917.0,314.0,1019.0,340.0,4.8929,False,False,False,False
-122.1,37.69,30.0,3115.0,625.0,1444.0,568.0,3.7222,False,False,True,False
-118.55,34.37,21.0,7010.0,1063.0,3331.0,1038.0,6.776,False,False,False,False
-117.25,34.07,21.0,3067.0,706.0,2140.0,687.0,2.4432,True,False,False,False
-119.03,35.41,41.0,1808.0,435.0,1005.0,373.0,1.7857,True,False,False,False
-118.49,34.42,23.0,4166.0,756.0,2082.0,743.0,4.4107,False,False,False,False
-117.28,34.13,29.0,2077.0,577.0,1418.0,524.0,1.8281,True,False,False,False
-117.92,33.64,24.0,2539.0,695.0,1623.0,611.0,3.0708,False,False,False,False
-118.18,34.11,33.0,1523.0,391.0,753.0,298.0,2.6591,False,False,False,False
-117.43,33.98,21.0,2634.0,421.0,1376.0,406.0,4.2589,True,False,False,False
-122.02,37.99,37.0,2247.0,416.0,1237.0,397.0,4.45,False,False,True,False
-116.54,33.79,18.0,9374.0,1780.0,1678.0,919.0,3.9737,True,False,False,False
-118.32,34.03,35.0,3189.0,935.0,2221.0,801.0,2.1046,False,False,False,False
-120.65,35.27,15.0,2365.0,538.0,1446.0,490.0,2.5129,False,False,False,True
-117.89,34.11,27.0,2434.0,535.0,1623.0,498.0,3.6875,False,False,False,False
-121.39,38.63,34.0,1226.0,180.0,359.0,167.0,3.8068,True,False,False,False
-121.32,37.97,46.0,2270.0,427.0,1097.0,453.0,3.3235,True,False,False,False
-117.09,34.22,16.0,1347.0,327.0,271.0,91.0,4.0,True,False,False,False
-121.61,37.06,21.0,5322.0,908.0,3011.0,895.0,5.5936,False,False,False,False
-118.39,34.04,41.0,101.0,23.0,85.0,30.0,4.125,False,False,False,False
-119.01,35.36,36.0,2658.0,626.0,1490.0,529.0,1.2157,True,False,False,False
-122.41,40.55,19.0,3753.0,761.0,1952.0,738.0,3.0954,True,False,False,False
-118.31,33.77,20.0,5776.0,956.0,2757.0,936.0,6.6447,False,False,False,False
-122.71,38.5,15.0,5645.0,830.0,2324.0,769.0,6.6104,False,False,False,False
-118.36,33.82,28.0,67.0,15.0,49.0,11.0,6.1359,False,False,False,False
-118.06,34.13,28.0,12139.0,2873.0,5359.0,2731.0,3.292,True,False,False,False
-118.42,34.23,33.0,2478.0,457.0,1567.0,446.0,5.6629,False,False,False,False
-121.44,38.54,47.0,2518.0,501.0,1308.0,471.0,2.5389,True,False,False,False
-118.33,33.86,36.0,854.0,160.0,473.0,150.0,6.3992,False,False,False,False
-122.12,37.4,32.0,3514.0,473.0,1583.0,480.0,10.3894,False,False,True,False
-118.32,34.26,24.0,5106.0,1010.0,2310.0,957.0,4.4375,False,False,False,False
-118.14,33.79,45.0,1519.0,263.0,681.0,267.0,4.6452,False,False,False,True
-117.21,32.89,14.0,3114.0,773.0,1592.0,776.0,3.3176,False,False,False,True
-118.09,34.01,36.0,1465.0,363.0,1538.0,342.0,3.5469,False,False,False,False
-119.78,36.33,16.0,1006.0,212.0,515.0,200.0,3.2386,True,False,False,False
-118.29,34.03,42.0,1680.0,557.0,2099.0,526.0,1.9167,False,False,False,False
-120.35,37.04,37.0,1495.0,292.0,858.0,275.0,2.9306,True,False,False,False
-121.82,37.29,16.0,2085.0,394.0,1705.0,391.0,5.0225,False,False,False,False
-121.75,36.91,42.0,1368.0,468.0,2312.0,484.0,2.5599,False,False,False,False
-119.09,35.3,3.0,2821.0,519.0,1353.0,495.0,3.6852,True,False,False,False
-117.91,33.66,26.0,5761.0,1326.0,2681.0,1116.0,4.0341,False,False,False,False
-120.97,38.65,9.0,3707.0,602.0,1601.0,555.0,4.0714,True,False,False,False
-122.14,37.36,23.0,11294.0,1377.0,3840.0,1367.0,12.1387,False,False,True,False
-121.97,37.79,16.0,3873.0,484.0,1451.0,501.0,6.7857,False,False,False,False
-117.08,32.74,26.0,2359.0,622.0,2067.0,581.0,1.8103,False,False,False,True
-117.11,33.12,46.0,52.0,13.0,59.0,13.0,3.875,False,False,False,False
-121.0,38.58,12.0,3425.0,549.0,1357.0,451.0,5.3344,True,False,False,False
-122.01,38.25,11.0,6550.0,1149.0,3570.0,1123.0,3.8583,True,False,False,False
-118.44,34.15,44.0,1778.0,251.0,641.0,251.0,10.0549,False,False,False,False
-122.5,37.77,52.0,2299.0,441.0,1252.0,415.0,5.0562,False,False,True,False
-117.95,33.74,21.0,3576.0,554.0,1846.0,538.0,5.9838,False,False,False,False
-117.22,32.85,26.0,1647.0,261.0,694.0,259.0,4.6875,False,False,False,True
-119.43,36.61,19.0,1484.0,296.0,1296.0,298.0,2.4219,True,False,False,False
-118.32,33.79,21.0,6638.0,1634.0,3240.0,1568.0,3.6797,False,False,False,False
-120.49,37.29,17.0,2414.0,594.0,2487.0,582.0,1.0955,True,False,False,False
-118.26,33.79,42.0,1162.0,264.0,1044.0,241.0,3.5488,False,False,False,False
-118.43,34.15,26.0,2900.0,667.0,1090.0,590.0,3.7125,False,False,False,False
-118.09,34.09,40.0,855.0,208.0,745.0,222.0,3.0125,False,False,False,False
-117.63,34.02,13.0,4864.0,729.0,2780.0,723.0,5.6168,True,False,False,False
-121.24,39.22,14.0,983.0,163.0,399.0,161.0,2.2917,True,False,False,False
-120.05,36.98,16.0,3705.0,739.0,2463.0,697.0,2.5288,True,False,False,False
-122.11,37.67,32.0,3028.0,811.0,2037.0,703.0,3.0645,False,False,True,False
-121.55,39.44,31.0,1434.0,283.0,811.0,289.0,1.7727,True,False,False,False
-119.83,36.73,21.0,1702.0,358.0,1347.0,316.0,2.4137,True,False,False,False
-118.21,34.12,35.0,1937.0,439.0,1523.0,412.0,3.5638,False,False,False,False
-117.95,33.66,22.0,2785.0,441.0,1086.0,392.0,7.3719,False,False,False,False
-122.49,38.22,33.0,1486.0,290.0,781.0,274.0,3.5647,False,False,True,False
-117.76,33.79,4.0,8974.0,1268.0,3754.0,1241.0,8.2653,False,False,False,False
-118.08,34.12,34.0,2921.0,641.0,1541.0,562.0,3.6827,False,False,False,False
-117.07,32.75,9.0,3464.0,749.0,1687.0,645.0,3.3026,False,False,False,True
-121.92,36.62,52.0,2584.0,599.0,790.0,444.0,2.5263,False,False,False,True
-121.39,39.61,22.0,2828.0,610.0,986.0,391.0,2.8871,True,False,False,False
-121.87,37.35,37.0,1566.0,375.0,1223.0,346.0,3.2793,False,False,False,False
-117.22,34.07,8.0,3065.0,692.0,1440.0,666.0,3.2368,True,False,False,False
-118.29,33.94,34.0,1089.0,278.0,995.0,315.0,2.3352,False,False,False,False
-117.97,33.83,22.0,3310.0,688.0,1807.0,674.0,4.0185,False,False,False,False
-118.09,34.04,18.0,5580.0,1369.0,3842.0,1276.0,3.6512,False,False,False,False
-119.54,36.61,20.0,1490.0,318.0,1474.0,326.0,1.4937,True,False,False,False
-117.31,33.11,7.0,7974.0,1703.0,2904.0,1550.0,4.1282,False,False,False,True
-122.27,41.2,52.0,4513.0,985.0,1926.0,815.0,1.5923,True,False,False,False
-122.3,37.57,36.0,1973.0,352.0,1169.0,370.0,5.033,False,False,True,False
-121.25,38.8,14.0,5094.0,729.0,1974.0,705.0,5.5205,True,False,False,False
-118.21,33.91,24.0,1545.0,391.0,1807.0,388.0,2.6429,False,False,False,False
-117.72,33.54,13.0,4866.0,812.0,1909.0,733.0,4.9821,False,False,False,False
-122.08,37.3,30.0,2268.0,404.0,1197.0,372.0,7.0813,False,False,False,False
-118.42,34.15,18.0,1880.0,420.0,681.0,333.0,4.3214,False,False,False,False
-121.8,38.68,11.0,3851.0,892.0,1847.0,747.0,3.4331,True,False,False,False
-118.38,33.86,12.0,4235.0,735.0,1798.0,683.0,6.4242,False,False,False,False
-121.93,37.25,36.0,1089.0,182.0,535.0,170.0,4.69,False,False,False,False
-118.13,34.19,43.0,1621.0,365.0,1015.0,329.0,2.92,True,False,False,False
-120.48,35.02,17.0,2721.0,477.0,1672.0,492.0,2.9798,False,False,False,False
-121.9,38.0,14.0,1930.0,363.0,990.0,322.0,4.1094,True,False,False,False
-118.27,34.01,35.0,1672.0,556.0,2106.0,519.0,1.2206,False,False,False,False
-117.04,32.76,37.0,2979.0,557.0,1285.0,564.0,3.7368,False,False,False,True
-118.11,33.82,36.0,1999.0,390.0,887.0,379.0,3.8162,False,False,False,False
-117.97,33.86,35.0,1691.0,367.0,1265.0,378.0,3.5855,False,False,False,False
-122.34,37.94,44.0,1917.0,444.0,936.0,435.0,2.7391,False,False,True,False
-122.09,37.69,43.0,500.0,110.0,273.0,120.0,3.3125,False,False,True,False
-119.73,34.44,48.0,2114.0,390.0,973.0,367.0,4.8021,False,False,False,True
-118.39,33.87,34.0,2395.0,469.0,1087.0,438.0,5.9683,False,False,False,False
-118.38,34.02,45.0,2098.0,486.0,1343.0,481.0,3.9615,False,False,False,False
-122.43,37.79,25.0,1637.0,394.0,649.0,379.0,5.0049,False,False,True,False
-122.0,38.35,24.0,745.0,116.0,300.0,115.0,3.6176,True,False,False,False
-118.52,34.04,43.0,2167.0,254.0,761.0,256.0,13.6842,False,False,False,False
-122.53,37.5,19.0,4768.0,807.0,2199.0,805.0,6.1896,False,False,False,True
-121.79,38.67,30.0,2602.0,401.0,981.0,405.0,4.7222,True,False,False,False
-117.24,33.22,20.0,1962.0,334.0,1173.0,349.0,4.1316,False,False,False,False
-118.91,34.18,17.0,3220.0,716.0,1381.0,733.0,2.8958,False,False,False,False
-117.77,33.67,12.0,4329.0,1068.0,1913.0,978.0,4.5094,False,False,False,False
-118.5,34.02,24.0,2924.0,1013.0,1492.0,943.0,2.775,False,False,False,False
-118.37,34.24,40.0,1283.0,246.0,594.0,236.0,4.1121,False,False,False,False
-121.96,37.06,16.0,1321.0,224.0,650.0,206.0,6.3258,False,False,False,True
-118.32,33.98,47.0,949.0,210.0,574.0,217.0,2.175,False,False,False,False
-117.99,34.12,37.0,1527.0,331.0,1504.0,324.0,3.2857,True,False,False,False
-117.8,33.72,16.0,2617.0,506.0,1317.0,511.0,4.821,False,False,False,False
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,False,False,True,False
-117.43,34.09,18.0,3172.0,632.0,1621.0,573.0,2.7437,True,False,False,False
-121.95,37.54,29.0,3517.0,645.0,1724.0,585.0,4.6641,False,False,False,False
-124.09,40.88,50.0,921.0,187.0,420.0,187.0,2.2188,False,False,False,True
-121.03,39.05,12.0,1875.0,307.0,806.0,283.0,3.9185,True,False,False,False
-121.4,38.53,38.0,152.0,30.0,65.0,35.0,0.9274,True,False,False,False
-119.69,36.75,6.0,1926.0,303.0,965.0,316.0,4.7463,True,False,False,False
-117.93,33.88,52.0,2157.0,362.0,1001.0,373.0,5.1237,False,False,False,False
-118.33,34.02,46.0,1528.0,391.0,933.0,366.0,2.1979,False,False,False,False
-122.18,37.77,51.0,2107.0,471.0,1173.0,438.0,3.2552,False,False,True,False
-118.11,34.68,6.0,7430.0,1184.0,3489.0,1115.0,5.3267,True,False,False,False
-122.12,37.71,38.0,1164.0,284.0,632.0,289.0,3.0345,False,False,True,False
-120.15,39.17,32.0,1684.0,359.0,454.0,209.0,2.9125,True,False,False,False
-117.6,33.87,15.0,7626.0,1570.0,3823.0,1415.0,3.4419,True,False,False,False
-117.23,32.99,17.0,2718.0,326.0,1011.0,319.0,15.0001,False,False,False,True
-117.76,33.53,28.0,3085.0,499.0,1176.0,480.0,7.9794,False,False,False,False
-119.21,34.28,27.0,2219.0,312.0,937.0,315.0,5.7601,False,False,False,True
-122.15,37.68,35.0,2632.0,447.0,1349.0,486.0,4.3864,False,False,True,False
-118.14,34.57,6.0,9882.0,1892.0,4892.0,1621.0,3.7636,True,False,False,False
-121.45,38.62,38.0,2419.0,605.0,1696.0,503.0,1.4861,True,False,False,False
-118.32,34.1,43.0,1615.0,734.0,1460.0,644.0,1.4005,False,False,False,False
-118.1,34.06,36.0,1463.0,369.0,1492.0,366.0,3.25,False,False,False,False
-122.04,36.97,30.0,2695.0,424.0,1098.0,420.0,5.3972,False,False,False,True
-118.19,34.07,42.0,1555.0,337.0,1152.0,348.0,3.375,False,False,False,False
-118.08,33.93,39.0,1478.0,324.0,1127.0,320.0,3.525,False,False,False,False
-117.28,34.15,36.0,1734.0,280.0,604.0,259.0,3.8292,True,False,False,False
-121.14,37.47,38.0,2427.0,450.0,1272.0,474.0,2.8833,True,False,False,False
-118.1,34.02,37.0,1022.0,232.0,653.0,238.0,3.0625,False,False,False,False
-118.13,33.94,34.0,522.0,138.0,373.0,139.0,3.5481,False,False,False,False
-121.01,37.64,33.0,693.0,207.0,598.0,192.0,1.0217,True,False,False,False
-122.04,37.5,17.0,407.0,97.0,307.0,100.0,3.1696,False,False,True,False
-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,False,False,True,False
-118.21,33.88,32.0,1507.0,379.0,1082.0,350.0,3.225,False,False,False,False
-117.79,33.71,16.0,3114.0,463.0,1641.0,469.0,6.2162,False,False,False,False
-118.39,34.22,40.0,712.0,149.0,533.0,155.0,3.695,False,False,False,False
-117.3,34.15,33.0,1607.0,282.0,608.0,260.0,4.3438,True,False,False,False
-121.38,38.62,41.0,774.0,144.0,356.0,150.0,3.5625,True,False,False,False
-116.95,33.75,23.0,4676.0,1096.0,2770.0,1057.0,1.7847,True,False,False,False
-119.33,35.59,20.0,3085.0,691.0,2645.0,676.0,1.7868,True,False,False,False
-121.83,37.26,11.0,2394.0,403.0,1393.0,409.0,5.5875,False,False,False,False
-120.47,37.34,9.0,2934.0,511.0,1227.0,501.0,3.6742,True,False,False,False
-122.03,38.69,23.0,1796.0,380.0,939.0,330.0,2.7955,True,False,False,False
-122.59,38.01,35.0,8814.0,1307.0,3450.0,1258.0,6.1724,False,False,True,False
-122.28,38.34,44.0,1066.0,190.0,416.0,174.0,3.6389,False,False,True,False
-117.68,35.03,28.0,2969.0,648.0,1644.0,570.0,3.4338,True,False,False,False
-119.78,36.8,34.0,3426.0,623.0,1938.0,647.0,2.8994,True,False,False,False
-122.14,37.73,38.0,1723.0,394.0,711.0,353.0,3.0673,False,False,True,False
-118.15,34.07,52.0,1983.0,344.0,887.0,331.0,3.2875,False,False,False,False
-122.19,37.74,36.0,847.0,212.0,567.0,159.0,1.1765,False,False,True,False
-118.5,34.02,28.0,5109.0,1482.0,2313.0,1451.0,3.3266,False,False,False,False
-120.61,35.11,11.0,3733.0,831.0,1839.0,739.0,3.3062,False,False,False,False
-117.72,34.08,34.0,2742.0,491.0,1761.0,496.0,3.2481,True,False,False,False
-121.62,39.12,35.0,2787.0,587.0,1431.0,601.0,2.5469,True,False,False,False
-121.45,39.26,15.0,2319.0,416.0,1047.0,385.0,3.125,True,False,False,False
-121.37,38.68,29.0,3757.0,646.0,2022.0,611.0,3.5429,True,False,False,False
-122.13,37.42,36.0,3982.0,1045.0,2251.0,995.0,3.5364,False,False,True,False
-119.32,36.33,20.0,1896.0,266.0,674.0,277.0,9.0376,True,False,False,False
-117.85,33.92,11.0,3331.0,410.0,1460.0,416.0,8.0287,False,False,False,False
-118.14,34.16,39.0,2776.0,840.0,2546.0,773.0,2.575,False,False,False,False
-116.92,32.79,24.0,4055.0,742.0,2123.0,744.0,4.5224,False,False,False,False
-123.15,39.74,23.0,608.0,143.0,281.0,108.0,2.9306,True,False,False,False
-121.7,36.77,21.0,2294.0,478.0,1306.0,430.0,3.0347,False,False,False,False
-122.06,37.64,33.0,1160.0,252.0,729.0,220.0,3.8259,False,False,True,False
-117.65,33.48,6.0,1638.0,188.0,572.0,174.0,13.0502,False,False,False,False
-122.41,37.79,52.0,3598.0,1011.0,2062.0,966.0,2.9871,False,False,True,False
-122.44,37.76,52.0,1968.0,472.0,784.0,430.0,3.3702,False,False,True,False
-118.58,34.25,23.0,4883.0,769.0,2119.0,725.0,5.521,False,False,False,False
-118.3,34.17,17.0,4041.0,1169.0,3309.0,1117.0,2.6016,False,False,False,False
-121.82,37.69,12.0,1906.0,351.0,802.0,319.0,4.9375,True,False,False,False
-117.19,32.86,19.0,3716.0,563.0,1788.0,587.0,5.2113,False,False,False,True
-117.06,33.02,24.0,830.0,190.0,279.0,196.0,1.9176,False,False,False,False
-116.5,33.82,16.0,343.0,85.0,29.0,14.0,2.1042,True,False,False,False
-118.41,34.02,27.0,2224.0,618.0,1594.0,625.0,3.0833,False,False,False,False
-118.35,33.91,32.0,1660.0,366.0,928.0,398.0,4.3187,False,False,False,False
-117.79,33.68,9.0,1633.0,295.0,928.0,297.0,5.7858,False,False,False,False
-120.45,37.32,19.0,3136.0,466.0,1631.0,484.0,3.6471,True,False,False,False
-121.34,38.66,18.0,4164.0,963.0,2032.0,898.0,2.119,True,False,False,False
-122.2,37.4,30.0,2612.0,338.0,980.0,324.0,10.0481,False,False,False,True
-117.84,33.9,24.0,1723.0,223.0,707.0,219.0,7.0352,False,False,False,False
-118.23,34.12,32.0,2094.0,491.0,1413.0,479.0,4.5089,False,False,False,False
-122.44,38.34,25.0,3106.0,715.0,1262.0,665.0,1.9487,False,False,False,False
-117.85,33.8,34.0,1593.0,283.0,872.0,255.0,3.825,False,False,False,False
-117.34,34.49,9.0,3293.0,585.0,1678.0,530.0,3.2941,True,False,False,False
-118.78,34.16,9.0,30405.0,4093.0,12873.0,3931.0,8.0137,False,False,False,True
-118.38,34.24,38.0,125.0,42.0,63.0,29.0,1.3594,False,False,False,False
-118.35,33.86,24.0,2139.0,481.0,971.0,418.0,4.3859,False,False,False,False
-121.47,39.49,17.0,1554.0,242.0,553.0,230.0,3.2174,True,False,False,False
-122.47,38.6,20.0,1036.0,202.0,589.0,194.0,5.3698,True,False,False,False
-117.92,33.91,27.0,2558.0,310.0,891.0,316.0,9.5561,False,False,False,False
-118.35,33.87,28.0,2319.0,579.0,1369.0,564.0,3.6169,False,False,False,False
-117.37,33.22,35.0,2204.0,482.0,1435.0,462.0,3.676,False,False,False,True
-121.32,38.67,10.0,3908.0,890.0,1898.0,798.0,2.8426,True,False,False,False
-120.48,37.3,49.0,2919.0,719.0,1956.0,679.0,1.5427,True,False,False,False
-123.41,40.07,17.0,449.0,151.0,141.0,53.0,0.8362,True,False,False,False
-117.13,33.13,17.0,3164.0,652.0,1123.0,699.0,2.082,False,False,False,False
-116.44,34.16,19.0,1867.0,361.0,758.0,321.0,2.8929,True,False,False,False
-120.81,39.02,30.0,806.0,189.0,326.0,146.0,2.8155,True,False,False,False
-118.24,33.97,37.0,1053.0,263.0,1354.0,292.0,2.5833,False,False,False,False
-117.3,34.18,19.0,2526.0,381.0,1176.0,381.0,5.5136,True,False,False,False
-121.96,38.35,20.0,1415.0,266.0,667.0,250.0,4.0938,True,False,False,False
-117.7,33.65,16.0,3388.0,492.0,1249.0,463.0,6.1863,False,False,False,False
-121.36,39.52,15.0,2490.0,527.0,1229.0,497.0,2.3917,True,False,False,False
-117.07,33.11,17.0,5565.0,1237.0,3004.0,1139.0,3.0054,False,False,False,False
-117.16,32.73,52.0,1218.0,471.0,821.0,429.0,1.9597,False,False,False,True
-120.19,36.6,25.0,875.0,214.0,931.0,214.0,1.5536,True,False,False,False
-120.44,34.93,16.0,2098.0,558.0,1252.0,492.0,2.1509,False,False,False,False
-116.75,32.85,17.0,4863.0,845.0,2266.0,769.0,4.2321,False,False,False,False
-122.25,37.56,19.0,7976.0,1406.0,3437.0,1338.0,5.6396,False,False,True,False
-120.41,37.88,16.0,744.0,141.0,311.0,122.0,4.4231,True,False,False,False
-121.97,37.52,26.0,3761.0,623.0,1776.0,613.0,4.5317,False,False,False,False
-117.9,33.64,36.0,2017.0,357.0,850.0,348.0,5.0532,False,False,False,False
-117.17,33.28,16.0,1921.0,312.0,862.0,280.0,5.1786,False,False,False,False
-118.29,33.85,10.0,1391.0,420.0,1378.0,377.0,1.9049,False,False,False,False
-117.9,34.09,34.0,1562.0,272.0,825.0,266.0,4.125,False,False,False,False
-122.19,37.48,35.0,7067.0,1646.0,5380.0,1597.0,4.1776,False,False,True,False
-118.84,34.11,12.0,7508.0,1058.0,2484.0,965.0,5.8788,False,False,False,True
-119.18,34.19,19.0,2393.0,693.0,1938.0,762.0,1.6953,False,False,False,True
-119.82,36.79,18.0,5822.0,1439.0,3415.0,1224.0,1.6854,True,False,False,False
-117.99,33.67,19.0,3808.0,790.0,1776.0,756.0,4.625,False,False,False,False
-117.18,34.06,28.0,699.0,180.0,432.0,168.0,2.1875,True,False,False,False
-117.05,32.72,35.0,3669.0,617.0,1694.0,585.0,3.9485,False,False,False,True
-117.14,32.72,43.0,1073.0,344.0,660.0,279.0,2.0529,False,False,False,True
-117.24,34.15,26.0,2041.0,293.0,936.0,375.0,6.0,True,False,False,False
-122.45,37.78,48.0,1013.0,194.0,464.0,205.0,3.2011,False,False,True,False
-118.28,34.03,25.0,1407.0,550.0,1193.0,472.0,1.2989,False,False,False,False
-119.68,36.63,39.0,1237.0,256.0,638.0,239.0,3.0139,True,False,False,False
-121.98,38.05,31.0,2810.0,518.0,1640.0,503.0,3.3661,True,False,False,False
-119.77,36.73,44.0,1960.0,393.0,1286.0,381.0,2.1518,True,False,False,False
-117.14,32.76,35.0,1785.0,493.0,965.0,506.0,2.0792,False,False,False,True
-117.95,34.02,19.0,1129.0,258.0,900.0,228.0,3.875,False,False,False,False
-118.5,34.05,36.0,4152.0,542.0,1461.0,550.0,15.0001,False,False,False,False
-118.48,34.16,32.0,2108.0,309.0,769.0,274.0,8.7172,False,False,False,False
-118.25,33.99,41.0,1486.0,509.0,2312.0,541.0,1.3963,False,False,False,False
-122.01,37.39,16.0,3015.0,829.0,1769.0,807.0,4.0068,False,False,False,False
-117.32,33.22,15.0,4784.0,1039.0,1810.0,986.0,2.4375,False,False,False,True
-116.92,32.81,17.0,1312.0,394.0,836.0,337.0,1.6686,False,False,False,False
-120.24,39.67,52.0,296.0,63.0,143.0,56.0,3.625,True,False,False,False
-117.18,32.74,20.0,1165.0,269.0,459.0,244.0,3.175,False,False,False,True
-121.97,37.25,21.0,2775.0,389.0,856.0,350.0,7.9135,False,False,False,False
-122.04,39.72,23.0,2502.0,481.0,1443.0,455.0,2.5625,True,False,False,False
-117.08,33.16,11.0,6341.0,1030.0,2697.0,977.0,4.8554,False,False,False,False
-117.58,33.87,34.0,1511.0,272.0,773.0,265.0,3.5313,True,False,False,False
-117.93,33.85,27.0,1962.0,544.0,1492.0,481.0,1.9621,False,False,False,False
-122.25,38.16,17.0,4459.0,944.0,1812.0,888.0,2.9375,False,False,True,False
-117.76,34.07,51.0,1538.0,394.0,1173.0,388.0,2.3156,True,False,False,False
-118.28,34.25,35.0,2045.0,450.0,1166.0,407.0,3.5214,False,False,False,False
-117.12,32.74,46.0,1898.0,441.0,978.0,439.0,3.2708,False,False,False,True
-118.35,34.1,16.0,2930.0,1038.0,1648.0,980.0,2.6458,False,False,False,False
-122.46,37.71,52.0,1580.0,337.0,1425.0,330.0,4.0547,False,False,False,True
-118.28,33.96,39.0,882.0,221.0,697.0,189.0,1.8472,False,False,False,False
-122.15,37.47,38.0,1560.0,301.0,1331.0,316.0,3.0521,False,False,True,False
-121.99,36.97,15.0,3044.0,786.0,1306.0,693.0,2.1771,False,False,False,True
-122.09,37.68,43.0,1415.0,348.0,569.0,293.0,2.5156,False,False,True,False
-121.79,37.33,10.0,3283.0,550.0,2491.0,522.0,6.6633,False,False,False,False
-122.42,37.76,37.0,1291.0,588.0,1846.0,557.0,1.3365,False,False,True,False
-118.14,33.95,42.0,1413.0,228.0,630.0,219.0,6.8564,False,False,False,False
-119.39,36.54,30.0,1408.0,326.0,1184.0,324.0,1.7165,True,False,False,False
-119.82,34.44,16.0,1414.0,463.0,793.0,439.0,3.6034,False,False,False,True
-117.89,33.77,35.0,1799.0,343.0,1239.0,368.0,3.9219,False,False,False,False
-116.95,33.79,20.0,2399.0,546.0,1726.0,542.0,1.8845,True,False,False,False
-121.74,39.38,27.0,2596.0,435.0,1100.0,409.0,2.3243,True,False,False,False
-117.89,33.72,25.0,4343.0,847.0,3872.0,850.0,4.65,False,False,False,False
